englishURN,collection,volumeNumber,bookNumber,bookName,babNumber,babName,hadithNumber,hadithText,bookID,grade1,grade2,comments,ourHadithNumber,matchingArabicURN,last_updated
3420,bukhari,1,7,Rubbing hands and feet with dust (Tayammum),,,341,"<p>
Narrated Abu Wail:

<p>Abu Musa said to `Abdullah bin Mas`ud, ""If one does not find water (for ablution) can he give up the 
prayer?"" `Abdullah replied, ""If you give the permission to perform Tayammum they will perform 
Tayammum even if water was available if one of them found it cold."" Abu Musa said, ""What about 
the statement of `Ammar to `Umar?"" `Abdullah replied, ""`Umar was not satisfied by his statement.""",7.0,,,,12,103460,2012-04-26 07:00:00
3430,bukhari,1,7,Rubbing hands and feet with dust (Tayammum),,,342,"<p>
Narrated Shaqiq bin Salama:

<p>I was with `Abdullah and Abu Musa; the latter asked the former, ""O Abu `Abdur-Rahman! What is 
your opinion if somebody becomes Junub and no water is available?"" `Abdullah replied, ""Do not pray 
till water is found."" Abu Musa said, ""What do you say about the statement of `Ammar (who was 
ordered by the Prophet to perform Tayammum). The Prophet said to him: ""Perform Tayammum and 
that would be sufficient."" `Abdullah replied, ""Don't you see that `Umar was not satisfied by `Ammar's 
statement?"" Abu- Musa said, ""All right, leave `Ammar's statement, but what will you say about this 
verse (of Tayammum)?"" `Abdullah kept quiet and then said, ""If we allowed it, then they would 
probably perform Tayammum even if water was available, if one of them found it (water) cold."" The 
narrator added, ""I said to Shaqiq, ""Then did `Abdullah dislike to perform Tayammum because of 
this?"" He replied, ""Yes.""",7.0,,,,13,103470,2012-04-26 07:00:00
3440,bukhari,1,7,Rubbing hands and feet with dust (Tayammum),,,343,"<p>
Narrated Al-A`mash:

<p>Shaqiq said, ""While I was sitting with `Abdullah and Abu Musa Al-Ash`ari, the latter asked the 
former, 'If a person becomes Junub and does not find water for one month, can he perform 
Tayammum and offer his prayer?' (He applied in the negative). Abu Musa said, 'What do you say 
about this verse from Sura ""Al-Ma'ida"": When you do not find water then perform Tayammum with 
clean earth? `Abdullah replied, 'If we allowed it then they would probably perform Tayammum with 
clean earth even if water were available but cold.' I said to Shaqiq, 'You then disliked to perform 
Tayammum because of this?' Shaqiq said, 'Yes.' (Shaqiq added), ""Abu Musa said, 'Haven't you heard 
the statement of `Ammar to `Umar? He said: I was sent out by Allah's Apostle for some job and I 
became Junub and could not find water so I rolled myself over the dust (clean earth) like an animal 
does, and when I told the Prophet of that he said, 'Like this would have been sufficient.' The Prophet 
(saying so) lightly stroked the earth with his hand once and blew it off, then passed his (left) hand over 
the back of his right hand or his (right) hand over the back of his left hand and then passed them over 
his face.' So `Abdullah said to Abu- Musa, 'Don't you know that `Umar was not satisfied with 
`Ammar's statement?' "" 
Narrated Shaqiq: While I was with `Abdullah and Abu Musa, the latter said to the former, ""Haven't 
you heard the statement of `Ammar to `Umar? He said, ""Allah's Apostle sent you and me out and I 
became Junub and rolled myself in the dust (clean earth) (for Tayammum). When we came to Allah's 
Apostle I told him about it and he said, 'This would have been sufficient,' passing his hands over his 
face and the backs of his hands once only.' """,7.0,,,,14,103480,2012-04-26 07:00:00
3450,bukhari,1,7,Rubbing hands and feet with dust (Tayammum),,,344,"<p>
Narrated `Imran bin Husain Al-Khuza`i:

<p>Allah's Apostle saw a person sitting aloof and not praying with the people. He asked him, ""O so and 
so! What prevented you from offering the prayer with the people?"" He replied, ""O Allah's Apostle! I 
am Junub and there is no water."" The Prophet said, ""Perform Tayammum with clean earth and that 
will be sufficient for you.""",7.0,,,,15,103490,2012-04-26 07:00:00
3460,bukhari,1,8,Prayers (Salat),,,345,"<p>
Narrated Abu Dhar:

<p>Allah's Apostle said, ""While I was at Mecca the roof of my house was opened and Gabriel descended, 
opened my chest, and washed it with Zamzam water. Then he brought a golden tray full of wisdom 
and faith and having poured its contents into my chest, he closed it. Then he took my hand and 
ascended with me to the nearest heaven, when I reached the nearest heaven, Gabriel said to the 
gatekeeper of the heaven, 'Open (the gate).' The gatekeeper asked, 'Who is it?' Gabriel answered: 
'Gabriel.' He asked, 'Is there anyone with you?' Gabriel replied, 'Yes, Muhammad I is with me.' He 
asked, 'Has he been called?' Gabriel said, 'Yes.' So the gate was opened and we went over the nearest 
heaven and there we saw a man sitting with some people on his right and some on his left. When he 
looked towards his right, he laughed and when he looked toward his left he wept. Then he said, 
'Welcome! O pious Prophet and pious son.' I asked Gabriel, 'Who is he?' He replied, 'He is Adam and 
the people on his right and left are the souls of his offspring. Those on his right are the people of 
Paradise and those on his left are the people of Hell and when he looks towards his right he laughs and 
when he looks towards his left he weeps.' 
Then he ascended with me till he reached the second heaven and he (Gabriel) said to its gatekeeper, 
'Open (the gate).' The gatekeeper said to him the same as the gatekeeper of the first heaven had said 
and he opened the gate. Anas said: ""Abu Dhar added that the Prophet met Adam, Idris, Moses, Jesus 
and Abraham, he (Abu Dhar) did not mention on which heaven they were but he mentioned that he 
(the Prophet ) met Adam on the nearest heaven and Abraham on the sixth heaven. Anas said, ""When 
Gabriel along with the Prophet passed by Idris, the latter said, 'Welcome! O pious Prophet and pious 
brother.' The Prophet asked, 'Who is he?' Gabriel replied, 'He is Idris."" The Prophet added, ""I passed 
by Moses and he said, 'Welcome! O pious Prophet and pious brother.' I asked Gabriel, 'Who is he?' 
Gabriel replied, 'He is Moses.' Then I passed by Jesus and he said, 'Welcome! O pious brother and 
pious Prophet.' I asked, 'Who is he?' Gabriel replied, 'He is Jesus. 
Then I passed by Abraham and he said, 'Welcome! O pious Prophet and pious son.' I asked Gabriel, 
'Who is he?' Gabriel replied, 'He is Abraham. The Prophet added, 'Then Gabriel ascended with me to a 
place where I heard the creaking of the pens."" Ibn Hazm and Anas bin Malik said: The Prophet said, 
""Then Allah enjoined fifty prayers on my followers when I returned with this order of Allah, I passed 
by Moses who asked me, 'What has Allah enjoined on your followers?' I replied, 'He has enjoined 
fifty prayers on them.' Moses said, 'Go back to your Lord (and appeal for reduction) for your followers 
will not be able to bear it.' (So I went back to Allah and requested for reduction) and He reduced it to 
half. When I passed by Moses again and informed him about it, he said, 'Go back to your Lord as your 
followers will not be able to bear it.' So I returned to Allah and requested for further reduction and 
half of it was reduced. I again passed by Moses and he said to me: 'Return to your Lord, for your 
followers will not be able to bear it. So I returned to Allah and He said, 'These are five prayers and 
they are all (equal to) fifty (in reward) for My Word does not change.' I returned to Moses and he told 
me to go back once again. I replied, 'Now I feel shy of asking my Lord again.' Then Gabriel took me 
till we '' reached Sidrat-il-Muntaha (Lote tree of; the utmost boundary) which was shrouded in colors, 
indescribable. Then I was admitted into Paradise where I found small (tents or) walls (made) of pearls 
and its earth was of musk.""",8.0,,,,1,103500,2012-04-26 07:00:00
3470,bukhari,1,8,Prayers (Salat),,,346,"<p>
Narrated `Aisha:

<p>the mother of believers: Allah enjoined the prayer when He enjoined it, it was two rak`at only (in 
every prayer) both when in residence or on journey. Then the prayers offered on journey remained the 
same, but (the rak`at of) the prayers for non-travelers were increased.",8.0,,,,2,103510,2012-04-26 07:00:00
3480,bukhari,1,8,Prayers (Salat),,,347,"<p>
Narrated Um `Atiya:

<p>We were ordered to bring out our menstruating women and veiled women in the religious gatherings 
and invocation of Muslims on the two `Id festivals. These menstruating women were to keep away 
from their Musalla. A woman asked, ""O Allah's Apostle ' What about one who does not have a veil?"" 
He said, ""Let her share the veil of her companion.""",8.0,,,,3,103521,2012-04-26 07:00:00
3490,bukhari,1,8,Prayers (Salat),,,348,"<p>
Narrated Muhammad bin Al-Munkadir:

<p>Once Jabir prayed with his Izar tied to his back while his clothes were Lying beside him on a wooden 
peg. Somebody asked him, ""Do you offer your prayer in a single Izar?"" He replied, ""I did so to show it 
to a fool like you. Had anyone of us two garments in the lifetime of the Prophet?""",8.0,,,,4,103540,2012-04-26 07:00:00
3500,bukhari,1,8,Prayers (Salat),,,349,"<p>
Narrated Muhammad bin Al Munkadir:

<p>I saw Jabir bin `Abdullah praying in a single garment and he said that he had seen the Prophet praying 
in a single garment.",8.0,,,,5,103550,2012-04-26 07:00:00
3510,bukhari,1,8,Prayers (Salat),,,350,"<p>
Narrated `Umar bin Abi Salama:

<p>The Prophet prayed in one garment and crossed its ends.",8.0,,,,6,103560,2012-04-26 07:00:00
3520,bukhari,1,8,Prayers (Salat),,,351,"<p>
Narrated `Umar bin Abi Salama:

<p>I saw the Prophet offering prayers in a single garment in the house of Um-Salama and he had crossed 
its ends around his shoulders.",8.0,,,,7,103570,2012-04-26 07:00:00
3530,bukhari,1,8,Prayers (Salat),,,352,"<p>
Narrated `Umar bin Abi Salama:

<p>In the house of Um-Salama I saw Allah's Apostle offering prayers, wrapped in a single garment 
around his body with its ends crossed round his shoulders.",8.0,,,,8,103580,2012-04-26 07:00:00
3540,bukhari,1,8,Prayers (Salat),,,353,"<p>
Narrated Abu Murra:

<p>(the freed slave of Um Hani) Um Hani, the daughter of Abi Talib said, ""I went to Allah's Apostle in 
the year of the conquest of Mecca and found him taking a bath and his daughter Fatima was screening 
him. I greeted him. He asked, 'Who is she?' I replied, 'I am Um Hani bint Abi Talib.' He said, 
'Welcome! O Um Hani.' When he finished his bath he stood up and prayed eight rak`at while wearing 
a single garment wrapped round his body and when he finished I said, 'O Allah's Apostle ! My brother 
has told me that he will kill a person whom I gave shelter and that person is so and so the son of 
Hubaira.' The Prophet said, 'We shelter the person whom you have sheltered.' "" Um Hani added, ""And 
that was before noon (Duha).",8.0,,,,9,103590,2013-02-14 15:57:55
3550,bukhari,1,8,Prayers (Salat),,,354,"<p>
Narrated Abu Huraira:

<p>A person asked Allah's Apostle about the offering of the prayer in a single garment. Allah's Apostle 
replied, ""Has every one of you got two garments?""",8.0,,,,10,103600,2012-04-26 07:00:00
3560,bukhari,1,8,Prayers (Salat),,,355,"<p>
Narrated Abu Huraira:

<p>The Prophet said, ""None of you should offer prayer in a single garment that does not cover the 
shoulders.""",8.0,,,,11,103610,2012-04-26 07:00:00
3570,bukhari,1,8,Prayers (Salat),,,356,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle said, ""Whoever prays in a single garment must cross its ends (over the shoulders).",8.0,,,,12,103620,2012-04-26 07:00:00
3580,bukhari,1,8,Prayers (Salat),,,357,"<p>
Narrated Sa`id bin Al-Harith:

<p>I asked Jabir bin `Abdullah about praying in a single garment. He said, ""I traveled with the Prophet 
during some of his journeys, and I came to him at night for some purpose and I found him praying. At 
that time, I was wearing a single garment with which I covered my shoulders and prayed by his side. 
When he finished the prayer, he asked, 'O Jabir! What has brought you here?' I told him what I 
wanted. When I finished, he asked, 'O Jabir! What is this garment which I have seen and with which 
you covered your shoulders?' I replied, 'It is a (tight) garment.' He said, 'If the garment is large 
enough, wrap it round the body (covering the shoulders) and if it is tight (too short) then use it as an 
Izar (tie it around your waist only.)' """,8.0,,,,13,103630,2012-04-26 07:00:00
3590,bukhari,1,8,Prayers (Salat),,,358,"<p>
Narrated Sahl:

<p>The men used to pray with the Prophet with their Izars tied around their necks as boys used to do; 
therefore the Prophet told the women not to raise their heads till the men sat down straight (while 
praying).",8.0,,,,14,103640,2012-04-26 07:00:00
3600,bukhari,1,8,Prayers (Salat),,,359,"<p>
Narrated Mughira bin Shu`ba:

<p>Once I was traveling with the Prophet and he said, ""O Mughira! take this container of water."" I took it 
and Allah's Apostle went far away till he disappeared. He answered the call of nature and was wearing 
a Syrian cloak. He tried to take out his hands from its sleeve but it was very tight so he took out his 
hands from under it. I poured water and he performed ablution like that for prayers and passed his wet 
hands over his Khuff (socks made from thick fabric or leather) and then prayed .",8.0,,,,15,103650,2012-04-26 07:00:00
3610,bukhari,1,8,Prayers (Salat),,,360,"<p>
Narrated Jabir bin `Abdullah:

<p>While Allah's Apostle was carrying stones (along) with the people of Mecca for (the building of) the 
Ka`ba wearing an Izar (waist-sheet cover), his uncle Al-`Abbas said to him, ""O my nephew! (It would 
be better) if you take off your Izar and put it over your shoulders underneath the stones."" So he took 
off his Izar and put it over his shoulders, but he fell unconscious and since then he had never been 
seen naked.",8.0,,,,16,103660,2012-04-26 07:00:00
3620,bukhari,1,8,Prayers (Salat),,,361,"<p>
Narrated Abu Huraira:

<p>A man stood up and asked the Prophet about praying in a single garment. The Prophet said, ""Has 
every one of you two garments?"" A man put a similar question to `Umar on which he replied, ""When 
Allah makes you wealthier then you should clothe yourself properly during prayers. Otherwise one 
can pray with an Izar and a Rida' (a sheet covering the upper part of the body.) Izar and a shirt, Izar 
and a Qaba', trousers and a Rida, trousers and a shirt or trousers and a Qaba', Tubban and a Qaba' or 
Tubban and a shirt."" (The narrator added, ""I think that he also said a Tubban and a Rida. "")",8.0,,,,17,103670,2012-04-26 07:00:00
3630,bukhari,1,8,Prayers (Salat),,,362,"<p>
Narrated Ibn `Umar:

<p>A person asked Allah's Apostle, ""What should a Muhrim wear?"" He replied, ""He should not wear 
shirts, trousers, a burnus (a hooded cloak), or clothes which are stained with saffron or Wars (a kind of 
perfume). Whoever does not find a sandal to wear can wear Khuffs (socks made from thick fabric or 
leather), but these should be cut short so as not to cover the ankles.",8.0,,,,18,103680,2012-04-26 07:00:00
3640,bukhari,1,8,Prayers (Salat),,,363,"<p>
Narrated Abu Sa`id Al-Khudri:

<p>Allah's Apostle forbade Ishtimal-As-Samma' (wrapping one's body with a garment so that one cannot 
raise its end or take one's hand out of it). He also forbade Al-Ihtiba' (sitting on buttocks with knees 
close to `Abdomen and feet apart with the hands circling the knees) while wrapping oneself with a 
single garment, without having a part of it over the private parts.",8.0,,,,19,103690,2012-04-26 07:00:00
3650,bukhari,1,8,Prayers (Salat),,,364,"<p>
Narrated Abu Huraira:

<p>The Prophet forbade two kinds of sales i.e. Al-Limais and An-Nibadh (the former is a kind of sale in 
which the deal is completed if the buyer touches a thing, without seeing or checking it properly and 
the latter is a kind of a sale in which the deal is completed when the seller throws a thing towards the 
buyer giving him no opportunity to see, touch or check it) and (the Prophet forbade) also Ishtimal-As- 
Samma' and Al-Ihtiba' in a single garment.",8.0,,,,20,103700,2012-04-26 07:00:00
3660,bukhari,1,8,Prayers (Salat),,,365,"<p>
Narrated Abu Huraira:

<p>On the Day of Nahr (10th of Dhul-Hijja, in the year prior to the last Hajj of the Prophet when Abu 
Bakr was the leader of the pilgrims in that Hajj) Abu Bakr sent me along with other announcers to 
Mina to make a public announcement: ""No pagan is allowed to perform Hajj after this year and no 
naked person is allowed to perform the Tawaf around the Ka`ba. Then Allah's Apostle sent `Ali to 
read out the Surat Bara'a (at-Tauba) to the people; so he made the announcement along with us on the 
day of Nahr in Mina: ""No pagan is allowed to perform Hajj after this year and no naked person is 
allowed to perform the Tawaf around the Ka`ba.""",8.0,,,,21,103710,2013-04-09 16:48:27
3670,bukhari,1,8,Prayers (Salat),,,366,"<p>
Narrated Muhammad bin Al-Munkadir:

<p>I went to Jabir bin `Abdullah and he was praying wrapped in a garment and his Rida was Lying beside 
him. When he finished the prayers, I said ""O `Abdullah! You pray (in a single garment) while your 
Rida' is lying beside you."" He replied, ""Yes, I did it intentionally so that the ignorant ones like you 
might see me. I saw the Prophet praying like this. """,8.0,,,,22,103720,2012-04-26 07:00:00
3680,bukhari,1,8,Prayers (Salat),,,367,"<p>
Narrated `Abdul `Aziz:

<p>Anas said, 'When Allah's Apostle invaded Khaibar, we offered the Fajr prayer there (early in the 
morning) when it was still dark. The Prophet rode and Abu Talha rode too and I was riding behind 
Abu Talha. The Prophet passed through the lane of Khaibar quickly and my knee was touching the 
thigh of the Prophet . He uncovered his thigh and I saw the whiteness of the thigh of the Prophet. 
When he entered the town, he said, 'Allahu Akbar! Khaibar is ruined. Whenever we approach near a 
(hostile) nation (to fight) then evil will be the morning of those who have been warned.' He repeated 
this thrice. The people came out for their jobs and some of them said, 'Muhammad (has come).' (Some 
of our companions added, ""With his army."") We conquered Khaibar, took the captives, and the booty 
was collected. Dihya came and said, 'O Allah's Prophet! Give me a slave girl from the captives.' The 
Prophet said, 'Go and take any slave girl.' He took Safiya bint Huyai. A man came to the Prophet and 
said, 'O Allah's Apostles! You gave Safiya bint Huyai to Dihya and she is the chief mistress of the 
tribes of Quraidha and An-Nadir and she befits none but you.' So the Prophet said, 'Bring him along 
with her.' So Dihya came with her and when the Prophet saw her, he said to Dihya, 'Take any slave 
girl other than her from the captives.' Anas added: The Prophet then manumitted her and married her."" 
Thabit asked Anas, ""O Abu Hamza! What did the Prophet pay her (as Mahr)?"" He said, ""Her self was 
her Mahr for he manumitted her and then married her."" Anas added, ""While on the way, Um Sulaim 
dressed her for marriage (ceremony) and at night she sent her as a bride to the Prophet . So the 
Prophet was a bridegroom and he said, 'Whoever has anything (food) should bring it.' He spread out a 
leather sheet (for the food) and some brought dates and others cooking butter. (I think he (Anas) 
mentioned As-Sawaq). So they prepared a dish of Hais (a kind of meal). And that was Walima (the 
marriage banquet) of Allah's Apostle .""",8.0,,,,23,103730,2014-04-17 00:17:59
3690,bukhari,1,8,Prayers (Salat),,,368,"<p>
Narrated `Aisha:

<p>Allah's Apostle used to offer the Fajr prayer and some believing women covered with their veiling 
sheets used to attend the Fajr prayer with him and then they would return to their homes unrecognized 
.",8.0,,,,24,103740,2012-04-26 07:00:00
3720,bukhari,1,8,Prayers (Salat),,,371,"<p>
Narrated Anas:

<p>`Aisha had a Qiram (a thin marked woolen curtain) with which she had screened one side of her home. 
The Prophet said, ""Take away this Qiram of yours, as its pictures are still displayed in front of me 
during my prayer (i.e. they divert my attention from the prayer).",8.0,,,,26,103760,2013-02-05 17:36:34
3730,bukhari,1,8,Prayers (Salat),,,372,"<p>
Narrated `Uqba bin 'Amir:

<p>The Prophet was given a silken Farruj [??] as a present. He wore it while praying. When he had 
finished his prayer, he took it off violently as if with a strong aversion to it and said, ""It is not the 
dress of Allah-fearing pious people.""",8.0,,,,27,103770,2012-04-26 07:00:00
3740,bukhari,1,8,Prayers (Salat),,,373,"<p>
Narrated Abu Juhaifa:

<p>I saw Allah's Apostle in a red leather tent and I saw Bilal taking the remaining water with which the 
Prophet had performed ablution. I saw the people taking the utilized water impatiently and whoever 
got some of it rubbed it on his body and those who could not get any took the moisture from the 
others' hands. Then I saw Bilal carrying a short spear (or stick) which he planted in the ground. The 
Prophet came out tucking up his red cloak, and led the people in prayer and offered two rak`at (facing 
the Ka`ba) taking a short spear (or stick) as a Sutra for his prayer. I saw the people and animals 
passing in front of him beyond the stick.",8.0,,,,28,103780,2012-04-26 07:00:00
3750,bukhari,1,8,Prayers (Salat),,,374,"<p>
Narrated Abu Hazim:

<p>Sahl bin Sa`d was asked about the (Prophet's) pulpit as to what thing it was made of? Sahl replied: 
""None remains alive amongst the people, who knows about it better than I. It was made of tamarisk 
(wood) of the forest. So and so, the slave of so and so prepared it for Allah's Apostle . When it was 
constructed and place (in the Mosque), Allah's Apostle stood on it facing the Qibla and said 'Allahu 
Akbar', and the people stood behind him (and led the people in prayer). He recited and bowed and the 
people bowed behind him. Then he raised his head and stepped back, got down and prostrated on the 
ground and then he again ascended the pulpit, recited, bowed, raised his head and stepped back, got 
down and prostrate on the ground. So, this is what I know about the pulpit."" 
Ahmad bin Hanbal said, ""As the Prophet was at a higher level than the people, there is no harm 
according to the above-mentioned Hadith if the Imam is at a higher level than his followers during the 
prayers.""",8.0,,,,29,103790,2012-04-26 07:00:00
3760,bukhari,1,8,Prayers (Salat),,,375,"<p>
Narrated Anas bin Malik:

<p>Once Allah's Apostle fell off a horse and his leg or shoulder got injured. He swore that he would not 
go to his wives for one month and he stayed in a Mashruba [??] (attic room) having stairs made of 
date palm trunks. So his companions came to visit him, and he led them in prayer sitting, whereas his 
companions were standing. When he finished the prayer, he said, ""Imam is meant to be followed, so 
when he says 'Allahu Akbar,' say 'Allahu Akbar' and when he bows, bow and when he prostrates, 
prostrate and if he prays standing pray, standing. After the 29th day the Prophet came down (from the 
attic room) and the people asked him, ""O Allah's Apostle! You swore that you will not go to your 
wives for one month."" He said, ""The month is 29 days.""",8.0,,,,30,103800,2012-04-26 07:00:00
3770,bukhari,1,8,Prayers (Salat),,,376,"<p>
Narrates `Abdullah bin Shaddad:

<p>Maimuna said, ""Allah's Apostle was praying while I was in my menses, sitting beside him and 
sometimes his clothes would touch me during his prostration."" Maimuna added, ""He prayed on a 
Khumra (a small mat sufficient just for the face and the hands while prostrating during prayers).",8.0,,,,31,103810,2012-04-26 07:00:00
3780,bukhari,1,8,Prayers (Salat),,,377,"<p>
Narrated 'Is-haq:

<p>Anas bin Malik said, ""My grandmother Mulaika invited Allah's Apostle for a meal which she herself 
had prepared. He ate from it and said, 'Get up! I will lead you in the prayer.' "" Anas added, ""I took my 
Hasir, washed it with water as it had become dark because of long use and Allah's Apostle stood on it. 
The orphan (Damira or Ruh) and I aligned behind him and the old lady (Mulaika) stood behind us. 
Allah's Apostle led us in the prayer and offered two rak`at and then left.""",8.0,,,,32,103820,2012-04-26 07:00:00
3790,bukhari,1,8,Prayers (Salat),,,378,"<p>
Narrated Maimuna:

<p>Allah's Apostle used to pray on Khumra.",8.0,,,,33,103830,2012-04-26 07:00:00
3800,bukhari,1,8,Prayers (Salat),,,379,"<p>
Narrated Abu Salama:

<p>`Aisha the wife of the Prophet said, ""I used to sleep in front o Allah's Apostle and my legs were 
opposite his Qibla and in prostration he pushed my legs and I withdrew then and when he stood, I 
stretched them.' `Aisha added, ""In those days the houses were without lights.""",8.0,,,,34,103840,2012-04-26 07:00:00
3810,bukhari,1,8,Prayers (Salat),,,380,"<p>
Narrated `Aisha:

<p>Allah Apostle prayed while I was lying like a dead body on his family bed between him and his Qibla.",8.0,,,,35,103850,2012-04-26 07:00:00
3820,bukhari,1,8,Prayers (Salat),,,381,"<p>
Narrated `Urwa:

<p>The Prophet prayed while `Aisha was lying between him and his Qibla on the bed on which they used 
to sleep.",8.0,,,,36,103860,2012-04-26 07:00:00
3830,bukhari,1,8,Prayers (Salat),,,382,"<p>
Narrated Anas bin Malik:

<p>We used to pray with the Prophet and some of us used to place the ends of their clothes at the place of 
prostration because of scorching heat.",8.0,,,,37,103870,2012-04-26 07:00:00
3840,bukhari,1,8,Prayers (Salat),,,383,"<p>
Narrated Abu Maslama:

<p>Sa`id bin Yazid Al-Azdi: I asked Anas bin Malik whether the Prophet had ever, prayed with his shoes 
on. He replied ""Yes.""",8.0,,,,38,103880,2012-04-26 07:00:00
3850,bukhari,1,8,Prayers (Salat),,,384,"<p>
Narrated Ibrahim:

<p>Hammam bin Al-Harith said, ""I saw Jarir bin `Abdullah urinating. Then he performed ablution and 
passed his (wet) hands over his Khuffs (socks made from thick fabric or leather), stood up and prayed. 
He was asked about it. He replied that he had seen the Prophet doing the same."" They approved of this 
narration as Jarir was one of those who embraced Islam very late.",8.0,,,,39,103890,2012-04-26 07:00:00
3860,bukhari,1,8,Prayers (Salat),,,385,"
<p>

     Narrated Al-Mughira bin Shu'ba:
<p>

     I helped the Prophet in performing ablution and he passed his wet 
     hands over his Khuffs and prayed.
<p>


",8.0,,,,40,103900,2012-04-26 07:00:00
3870,bukhari,1,8,Prayers (Salat),,,385,"
<p>

     Narrated 'Abdullah bin Malik:
<p>

     Ibn Buhaina, ""When the Prophet prayed, he used to separate his arms 
     from his body so widely that the whiteness of his armpits was 
     visible.""
<p>


",8.0,,,,42,103920,2012-04-26 07:00:00
3880,bukhari,1,8,Prayers (Salat),,,386,"<p>
Narrated Anas bin Malik:

<p>Allah's Apostle said, ""Whoever prays like us and faces our Qibla and eats our slaughtered animals is a 
Muslim and is under Allah's and His Apostle's protection. So do not betray Allah by betraying those 
who are in His protection.""",8.0,,,,43,103930,2012-04-26 07:00:00
3900,bukhari,1,8,Prayers (Salat),,,388,"<p>
Narrated Abu Aiyub Al-Ansari:

<p>The Prophet said, ""While defecating, neither face nor turn your back to the Qibla but face either east 
or west."" Abu Aiyub added. ""When we arrived in Sham we came across some lavatories facing the 
Qibla; therefore we turned ourselves while using them and asked for Allah's forgiveness.""",8.0,,,,46,103960,2012-04-26 07:00:00
3910,bukhari,1,8,Prayers (Salat),,,389,"<p>
Narrated `Amr bin Dinar:

<p>I asked Ibn `Umar, ""Can a person who has performed the Tawaf around the Ka`ba for `Umra but has 
not performed the (Sa`i) Tawaf of Safa and Marwa, have a sexual relation with his wife?"" Ibn `Umar 
replied ""When the Prophet reached Mecca he performed the Tawaf around the Ka`ba 
(circumambulated it seven times) and offered a two-rak`at prayer (at the place) behind the station (of 
Abraham) and then performed the Tawaf (Sa`i) of Safa and Marwa, and verily in Allah's Apostle you 
have a good example."" Then we put the same question to Jabir bin `Abdullah and he too replied, ""He 
should not go near his wife (for sexual relation) till he has finished the Tawaf of Safa and Marwa.""",8.0,,,,47,103971,2012-04-26 07:00:00
3920,bukhari,1,8,Prayers (Salat),,,390,"<p>
Narrated Mujahid:

<p>Someone came to Ibn `Umar and said, ""Here is Allah's Apostle entering the Ka`ba."" Ibn `Umar said, 
""I went there but the Prophet had come out of the Ka`ba and I found Bilal standing between its two 
doors. I asked Bilal, 'Did the Prophet pray in the Ka`ba?' Bilal replied, 'Yes, he prayed two rak`at 
between the two pillars which are to your left on entering the Ka`ba. Then Allah's Apostle came out 
and offered a two-rak`at prayer facing the Ka`ba.' """,8.0,,,,48,103990,2012-04-26 07:00:00
3930,bukhari,1,8,Prayers (Salat),,,391,"<p>
Narrated Ibn `Abbas:

<p>When the Prophet entered the Ka`ba, he invoked Allah in each and every side of it and did not pray 
till he came out of it, and offered a two-rak`at prayer facing the Ka`ba and said, ""This is the Qibla.""",8.0,,,,49,104000,2012-04-26 07:00:00
3940,bukhari,1,8,Prayers (Salat),,,392,"<p>
Narrated Bara' bin `Azib:

<p>Allah's Apostle prayed facing Baitul-Maqdis for sixteen or seventeen months but he loved to face the 
Ka`ba (at Mecca) so Allah revealed: ""Verily, We have seen the turning of your face to the heaven!"" 
(2:144) So the Prophet faced the Ka`ba and the fools amongst the people namely ""the Jews"" said, 
""What has turned them from their Qibla (Baitul-Maqdis) which they formerly observed"""" (Allah 
revealed): ""Say: 'To Allah belongs the East and the West. He guides whom he will to a straight path'."" 
(2:142) A man prayed with the Prophet (facing the Ka`ba) and went out. He saw some of the Ansar 
praying the `Asr prayer with their faces towards Baitul-Maqdis, he said, ""I bear witness that I prayed 
with Allah's Apostle facing the Ka`ba."" So all the people turned their faces towards the Ka`ba.",8.0,,,,50,104010,2012-04-26 07:00:00
3950,bukhari,1,8,Prayers (Salat),,,393,"<p>
Narrated Jabir:

<p>Allah's Apostle used to pray (optional, non-obligatory prayer) while riding on his mount (Rahila) 
wherever it turned, and whenever he wanted to pray the compulsory prayer he dismounted and prayed 
facing the Qibla.",8.0,,,,51,104020,2012-04-26 07:00:00
3960,bukhari,1,8,Prayers (Salat),,,394,"<p>
Narrated `Abdullah:

<p>The Prophet prayed (and the sub-narrator Ibrahim said, ""I do not know whether he prayed more or less 
than usual""), and when he had finished the prayers he was asked, ""O Allah's Apostle! Has there been 
any change in the prayers?"" He said, ""What is it?' The people said, ""You have prayed so much and so 
much."" So the Prophet bent his legs, faced the Qibla and performed two prostration's (of Sahu) and 
finished his prayers with Taslim (by turning his face to right and left saying: 'As-Salamu `Alaikum- 
Warahmat-ullah'). When he turned his face to us he said, ""If there had been anything changed in the 
prayer, surely I would have informed you but I am a human being like you and liable to forget like 
you. So if I forget remind me and if anyone of you is doubtful about his prayer, he should follow what 
he thinks to be correct and complete his prayer accordingly and finish it and do two prostrations (of 
Sahu).",8.0,,,,52,104030,2012-04-26 07:00:00
